Id	Workflow Name/File	Tree?	searchSpace	# operators	# edges	# blocking edges	Top-down Exhaustive	Bottom-up Exhaustive	Bottom-up - Top-down	00111-searchFinished	00111-numStates	00111-OSEPCost	01111-searchFinished	Top-down Greedy	Bottom-up Greedy	Bottom-up Greedy - Top-down Greedy	01111-numStates	01111-OSEPCost	10111-searchFinished	10111-numStates	10111-OSEPCost	11111-searchFinished	11111-numStates	11111-OSEPCost
2099	Match columns with library (string distance) - D_Valle v1	FALSE	20	27	30	10	8	15	7	TRUE	10	129350	TRUE	4	4	0	4	129350	TRUE	31	129350	TRUE	5	395906
2309	prassitismo lucca luglio 2021	FALSE	20	36	35	15	2	1	-1	TRUE	2	13435	TRUE	2	1	-1	2	13435	TRUE	2	13435	TRUE	2	13435
604	Case 7-PCA FA CA and application in Social Area Analysis	FALSE	20	37	39	19	3	4	1	TRUE	4	118602	TRUE	3	1	-2	3	118602	TRUE	8	118602	TRUE	3	118602
2185	Multi Layer Perceptron (MLP) on Oscillator Physics Problem	FALSE	19	22	27	8	11	20	9	TRUE	18	10545	TRUE	4	3	-1	5	10545	TRUE	59	10545	TRUE	6	18722
308	311022-311036	FALSE	19	40	52	33	28	32	4	TRUE	33	30896	TRUE	7	2	-5	7	30896	TRUE	37	30896	TRUE	2	30896
920	CVD1 Automation	FALSE	19	34	37	18	146	457	311	TRUE	139	243590	TRUE	9	11	2	7	427968	TRUE	391	243590	TRUE	8	837651
1154	ESIFARM2019-TEST	FALSE	19	22	26	7	5	11	6	TRUE	6	3.09E+07	TRUE	2	3	1	2	3.09E+07	TRUE	32	3.09E+07	TRUE	6	3.09E+07
1290	Financial_NEWS_Sentiment_Analysis	FALSE	19	36	41	22	3	2	-1	TRUE	3	2.87E+07	TRUE	3	2	-1	2	2.87E+07	TRUE	4	2.87E+07	TRUE	3	2.87E+07
1282	Final Project - Keplar Planets	FALSE	19	34	36	17	2	3	1	TRUE	4	1985585	TRUE	2	2	0	2	1985585	TRUE	8	1985585	TRUE	4	1985585
1717	justknimeit-34 - Word Scramble	FALSE	19	37	34	15	2	1	-1	TRUE	2	5911	TRUE	2	1	-1	2	5911	TRUE	2	5911	TRUE	2	5911
789	Compare confo search methods	FALSE	19	20	22	3	3	3	0	TRUE	10	3773	TRUE	1	2	1	4	3773	TRUE	15	3773	TRUE	5	9428
309	311022_311036	FALSE	19	40	52	33	27	26	-1	TRUE	33	30896	TRUE	7	3	-4	7	30896	TRUE	36	30896	TRUE	2	30896
759	CMiP Sentiment Analysis	FALSE	18	32	32	14	13	7	-6	TRUE	21	33474	TRUE	4	2	-2	6	33474	TRUE	20	33474	TRUE	2	33474
2239	OneHotCodingProcessForSingleValueVariableSample	FALSE	18	18	22	4	116	221	105	TRUE	142	28235	TRUE	10	5	-5	9	28235	TRUE	391	28235	TRUE	8	201658
2326	Preppin' Data - Week 2 - Average Price Analysis	FALSE	18	18	20	2	1	1	0	TRUE	2	21178	TRUE	1	1	0	2	21178	TRUE	2	21178	TRUE	2	21178
1058	xml replacer and insert with xml demo files using xslt	FALSE	18	23	24	6	2	5	3	TRUE	7	3397	TRUE	2	1	-1	4	3397	TRUE	6	3397	TRUE	2	3397
1328	kn_forum_42327_first_position_not_null	FALSE	18	22	24	6	4	5	1	TRUE	8	46065	TRUE	4	1	-3	3	46065	TRUE	15	46065	TRUE	4	46065
610	Case11B2-Location-Allocation Analysis of Hospitals-Part 2 location-allocation	FALSE	18	18	20	2	15	12	-3	TRUE	37	6147027	TRUE	3	1	-2	5	6160565	TRUE	35	6147027	TRUE	2	6147027
2684	table_transformation_solution	FALSE	17	20	21	4	2	2	0	TRUE	4	10614	TRUE	2	1	-1	3	10614	TRUE	7	10614	TRUE	3	10614
198	20200331_Pikairos_Substract_Between_Two_Different_Tables	FALSE	17	27	30	13	9	11	2	TRUE	13	18592	TRUE	3	3	0	5	18592	TRUE	26	18592	TRUE	5	45196
2909	02_XML_processing_(Bush_books)_XPath_mo_working	FALSE	17	24	24	7	2	1	-1	TRUE	2	5689	TRUE	2	1	-1	2	5689	TRUE	2	5689	TRUE	2	5689
1576	JKI_008_Wordle_Scores_on_Average	FALSE	17	47	51	34	27	25	-2	TRUE	33	42704	TRUE	6	3	-3	7	42704	TRUE	33	42704	TRUE	2	42704
1791	kn_forum_44856_calculate_weeks	FALSE	17	23	27	10	9	8	-1	TRUE	19	10569	TRUE	3	2	-1	6	10569	TRUE	18	10569	TRUE	2	10569
2621	kn_forum_44426_rank_with_rule	FALSE	17	20	20	3	1	1	0	TRUE	2	34953	TRUE	1	0	-1	2	34953	TRUE	2	34953	TRUE	2	34953
1057	dtc_001_column_reference	FALSE	16	24	26	10	5	7	2	TRUE	10	8982	TRUE	3	2	-1	4	8982	TRUE	15	8982	TRUE	3	8982
651	Challenge 17 Housing Market Madness	FALSE	16	28	28	12	1	0	-1	TRUE	2	24271	TRUE	1	1	0	2	24271	TRUE	2	24271	TRUE	2	24271
2734	text_clustering	FALSE	16	19	20	4	1	1	0	TRUE	3	6237666	TRUE	1	1	0	2	6237666	TRUE	4	6237666	TRUE	3	6237666
1761	K-Means Under the Hood	FALSE	16	22	27	11	8	13	5	TRUE	11	16891	TRUE	5	3	-2	5	16891	TRUE	28	16891	TRUE	3	16891
1235	kn_forum_39997_parsing_hierarchical_data	FALSE	16	24	25	9	2	1	-1	TRUE	3	6907	TRUE	3	1	-2	3	6907	TRUE	3	6907	TRUE	2	6907
2248	Oscar	FALSE	16	24	25	9	7	6	-1	TRUE	17	5036	TRUE	3	2	-1	6	5036	TRUE	21	5036	TRUE	2	5036
2089	Making the Pass, Part 2 - Model Analysis	FALSE	16	24	27	11	5	4	-1	TRUE	10	96071	TRUE	2	1	-1	5	96071	TRUE	12	96071	TRUE	2	96071
1553	JKISeason2-4	FALSE	16	17	18	2	7	5	-2	TRUE	24	7565	TRUE	2	0	-2	6	7565	TRUE	17	7565	TRUE	2	7565
1396	Group_13	FALSE	16	25	27	11	2	1	-1	TRUE	4	39650	TRUE	1	2	1	2	39650	TRUE	8	39650	TRUE	4	39650
2636	Power Calculation 1	FALSE	16	21	21	5	2	1	-1	TRUE	8	3740	TRUE	2	1	-1	4	3740	TRUE	4	3740	TRUE	2	3740
2816	Urbanization	FALSE	16	16	18	2	5	5	0	TRUE	17	50451	TRUE	2	1	-1	4	129847	TRUE	20	50451	TRUE	2	50451
1556	JKISeason2-4_rev00	FALSE	16	17	19	3	10	12	2	TRUE	34	24118	TRUE	3	2	-1	5	26739	TRUE	49	24118	TRUE	5	35258
242	20230424 Pikairos Simple Regression	FALSE	15	18	22	7	14	10	-4	TRUE	33	7823	TRUE	4	1	-3	7	7823	TRUE	33	7823	TRUE	2	7823
597	Case3C-Detecting Spatiotemporal Crime Hotspots in Baton Rouge	FALSE	15	22	23	8	14	5	-9	TRUE	28	32031	TRUE	2	2	0	6	32031	TRUE	10	32031	TRUE	2	32031
648	Challenge 15 - Extracting a Table from a PDF	FALSE	15	17	17	2	1	0	-1	TRUE	2	16651	TRUE	1	1	0	2	16651	TRUE	2	16651	TRUE	2	16651
1250	FASE I UNJBG C2	FALSE	15	23	26	11	9	28	19	TRUE	10	133205	TRUE	3	3	0	4	133205	TRUE	62	133205	TRUE	6	218405
593	Case2A1-Geocoding Hospitals and Estimating Euclidean and Manhattan Distances	FALSE	15	18	19	4	2	1	-1	TRUE	7	997404	TRUE	1	1	0	4	997404	TRUE	7	997404	TRUE	2	997404
2731	text processing	FALSE	15	26	26	11	1	2	1	TRUE	4	11923	TRUE	2	1	-1	3	11923	TRUE	4	11923	TRUE	2	11923
611	Case14A-Spatiotemporal Big Data Analytic-Rebuilding Taxi Trajectory	FALSE	15	21	24	9	1	2	1	TRUE	4	9.54E+07	TRUE	1	2	1	2	9.54E+07	TRUE	8	9.54E+07	TRUE	4	9.54E+07
2092	mantel para vivi  1	FALSE	14	24	21	7	1	1	0	TRUE	2	411062	TRUE	1	1	0	2	411062	TRUE	2	411062	TRUE	2	411062
2297	PLAN D	FALSE	14	21	24	10	4	7	3	TRUE	8	133429	TRUE	2	3	1	3	133429	TRUE	32	133429	TRUE	6	186818
556	C25_Detecting the Presence of Heart Disease	FALSE	14	28	33	19	2	1	-1	TRUE	4	20953	TRUE	2	1	-1	3	20953	TRUE	4	20953	TRUE	2	20953
528	BLOB_PARSE	FALSE	14	16	17	3	1	1	0	TRUE	3	1726249	TRUE	1	0	-1	2	1726249	TRUE	4	1726249	TRUE	3	1726249
705	Challenge_20_Patient_Network_Days	FALSE	14	22	24	10	7	14	7	TRUE	12	12364	TRUE	5	3	-2	5	12364	TRUE	28	12364	TRUE	5	26756
2296	PLAN C	FALSE	14	22	25	11	4	10	6	TRUE	6	133052	TRUE	3	2	-1	3	133052	TRUE	32	133052	TRUE	6	184641
2611	Spectral data extraction	FALSE	14	17	17	3	1	0	-1	TRUE	2	2858	TRUE	1	1	0	2	2858	TRUE	2	2858	TRUE	2	2858
2422	Reference Column Resorter fails for undefined Column Types	FALSE	14	13	16	2	50	114	64	TRUE	141	2.21E+07	TRUE	3	3	0	7	4.43E+07	TRUE	391	2.21E+07	TRUE	7	4.43E+07
656	Challenge 20 - Patient Network Days	FALSE	14	19	19	5	1	0	-1	TRUE	2	6679	TRUE	1	1	0	2	6679	TRUE	2	6679	TRUE	2	6679
2905	WTK_Polygon_to_geometry	FALSE	14	15	15	1	2	1	-1	TRUE	8	5271	TRUE	1	1	0	4	5271	TRUE	6	5271	TRUE	2	5271
2295	PLAN B	FALSE	14	22	25	11	5	7	2	TRUE	8	139047	TRUE	2	3	1	3	139047	TRUE	32	139047	TRUE	5	139047
2639	SteelFaultData	FALSE	14	32	38	24	4	2	-2	TRUE	3	127473	TRUE	2	2	0	2	127473	TRUE	4	127473	TRUE	3	127473
82	03. SVM_Son (SVR)	FALSE	13	16	20	7	5	7	2	TRUE	12	102908	TRUE	2	2	0	5	102908	TRUE	27	102908	TRUE	3	102908
612	Case14B-Spatiotemporal Big Data Analytic-Aggregating Taxi Trajectory between Grids	FALSE	13	25	30	17	74	99	25	TRUE	96	3797403	TRUE	6	5	-1	7	3797403	TRUE	181	3797403	TRUE	6	8999214
94	04. ANN-MLP_Son	FALSE	13	16	20	7	7	7	0	TRUE	11	103070	TRUE	3	2	-1	5	103070	TRUE	25	103070	TRUE	3	103070
2181	MT_SV_Analysis1_customer_churn	FALSE	13	28	29	16	4	5	1	TRUE	12	22843	TRUE	3	1	-2	3	67867	TRUE	11	22843	TRUE	2	22843
636	Challenge 04	FALSE	13	14	14	1	1	1	0	TRUE	2	14282	TRUE	1	1	0	2	14282	TRUE	2	14282	TRUE	2	14282
74	03. ANN Modeli (MLP)-R20,99	FALSE	13	16	20	7	14	10	-4	TRUE	12	359716	TRUE	4	2	-2	5	359716	TRUE	26	359716	TRUE	4	375364
57	02.GBT_Son	FALSE	13	16	20	7	6	9	3	TRUE	14	102666	TRUE	2	2	0	5	102666	TRUE	28	102666	TRUE	3	102666
116	05. DNN_Son	FALSE	13	22	26	13	22	32	10	TRUE	23	102470	TRUE	9	3	-6	6	102470	TRUE	52	102470	TRUE	3	102470
2025	LDG_Predictive	FALSE	13	19	20	7	1	1	0	TRUE	2	3491288	TRUE	1	1	0	2	3491288	TRUE	2	3491288	TRUE	2	3491288
2747	titanic-rf4	FALSE	13	18	19	6	2	2	0	TRUE	5	37314	TRUE	2	1	-1	3	37314	TRUE	7	37314	TRUE	3	37314
513	BDDAProject New	FALSE	13	32	35	22	11	10	-1	TRUE	9	34737	TRUE	4	4	0	4	34737	TRUE	31	34737	TRUE	6	68632
1037	Decision Tree Boundaries	FALSE	13	20	22	9	5	8	3	TRUE	17	817189	TRUE	2	2	0	5	817189	TRUE	26	817189	TRUE	3	817189
27	01.RF_Son	FALSE	13	17	21	8	5	14	9	TRUE	11	102384	TRUE	3	3	0	5	102384	TRUE	27	102384	TRUE	4	118032
1010	Date conversion-ADR	FALSE	13	19	18	5	1	0	-1	TRUE	2	6769	TRUE	1	0	-1	2	6769	TRUE	2	6769	TRUE	2	6769
1751	Justknimeit -S2C4	FALSE	12	14	14	2	1	0	-1	TRUE	2	14995	TRUE	1	1	0	2	14995	TRUE	2	14995	TRUE	2	14995
498	bank churn	FALSE	12	41	43	31	10	13	3	TRUE	11	54168	TRUE	4	3	-1	4	54168	TRUE	31	54168	TRUE	4	54168
1183	EXC_KNIME	FALSE	12	12	14	2	20	11	-9	TRUE	90	6834	TRUE	2	1	-1	7	6834	TRUE	50	6834	TRUE	2	26947
64	02_Outlier_Detection	FALSE	12	19	21	9	12	13	1	TRUE	28	177461	TRUE	5	2	-3	6	177461	TRUE	47	177461	TRUE	5	554313
1329	Forum Question - Month over Month Comparison	FALSE	12	15	16	4	2	3	1	TRUE	9	5419	TRUE	1	1	0	4	5419	TRUE	14	5419	TRUE	5	9032
1778	KNIME01	FALSE	12	12	14	2	17	15	-2	TRUE	89	7120	TRUE	2	1	-1	5	14290	TRUE	55	7120	TRUE	2	43937
603	Case6C-Function Fittings for Monocentric Models at the Township Level	FALSE	12	24	25	13	4	2	-2	TRUE	6	112672	TRUE	2	1	-1	4	112672	TRUE	6	112672	TRUE	2	112672
1424	Homework_Input-Output	FALSE	12	28	25	13	1	0	-1	TRUE	2	2689	TRUE	1	1	0	2	2689	TRUE	2	2689	TRUE	2	2689
2690	tareaknime	FALSE	12	12	14	2	25	14	-11	TRUE	91	7115	TRUE	3	1	-2	5	14279	TRUE	55	7115	TRUE	2	33477
1670	Just Knime It Challenge 2	FALSE	12	20	24	12	9	7	-2	TRUE	20	18593	TRUE	3	1	-2	6	18593	TRUE	17	18593	TRUE	2	18593
984	Data Wrangling _ Recursive Equation	FALSE	12	18	22	10	165	100	-65	TRUE	329	25831	TRUE	4	2	-2	7	68682	TRUE	207	25831	TRUE	2	25831
2772	01_Transform_Using_Group_By_and_Joiner_nodes	FALSE	11	15	17	6	3	1	-2	TRUE	7	14080	TRUE	1	1	0	4	14080	TRUE	7	14080	TRUE	2	14080
1245	2019_08_14_ExtractingMinimum&IndexFromColumns	FALSE	11	14	16	5	1	1	0	TRUE	4	7564	TRUE	1	0	-1	3	7564	TRUE	3	7564	TRUE	2	7564
1016	DateClustering 2023-01-10	FALSE	11	14	18	7	3	4	1	TRUE	5	32546	TRUE	1	1	0	2	32546	TRUE	16	32546	TRUE	5	32546
2505	Run Maestro, command	FALSE	11	13	12	1	1	0	-1	TRUE	2	103626	TRUE	1	1	0	2	103626	TRUE	2	103626	TRUE	2	103626
2173	MRA Project Final	FALSE	11	15	16	5	2	2	0	TRUE	5	44422	TRUE	2	1	-1	3	44422	TRUE	7	44422	TRUE	3	44422
2523	SAP GL Accounting Data Table Extract (BKPF and BSEG)	FALSE	11	13	13	2	1	1	0	TRUE	2	48966	TRUE	1	1	0	2	48966	TRUE	2	48966	TRUE	2	48966
977	Data Wrangling _ Handling Pipes with regexMatcher	FALSE	11	14	14	3	1	1	0	TRUE	4	8563	TRUE	1	1	0	3	8563	TRUE	3	8563	TRUE	2	8563
1625	Just Knime it-20	FALSE	11	18	18	7	1	1	0	TRUE	2	23370	TRUE	1	0	-1	2	23370	TRUE	2	23370	TRUE	2	23370
1393	2021_03_29_Grouped_Excel_Data_Processing	FALSE	11	14	14	3	1	0	-1	TRUE	2	9082	TRUE	1	1	0	2	9082	TRUE	2	9082	TRUE	2	9082
1860	KNIME_Credit_Card_Rating	FALSE	11	25	26	15	1	1	0	TRUE	3	30692	TRUE	2	1	-1	3	30692	TRUE	3	30692	TRUE	2	30692
1421	Maestro commands - highlight residues	FALSE	11	16	16	5	2	1	-1	TRUE	3	81311	TRUE	2	1	-1	3	81311	TRUE	4	81311	TRUE	2	81311
652	Challenge 18 - Categorizing Notes	FALSE	11	19	20	9	2	1	-1	TRUE	2	31590	TRUE	2	1	-1	2	31590	TRUE	2	31590	TRUE	2	31590
697	challenge5 contract dates	FALSE	11	13	13	2	2	1	-1	TRUE	3	7292	TRUE	2	0	-2	3	7292	TRUE	4	7292	TRUE	2	7292
2692	Tarea_Big_Data	FALSE	11	11	13	2	7	7	0	TRUE	40	13814	TRUE	2	1	-1	5	13814	TRUE	48	13814	TRUE	3	228310
2166	Movies	FALSE	11	19	20	9	1	0	-1	TRUE	2	6962	TRUE	1	0	-1	2	6962	TRUE	2	6962	TRUE	2	6962
1165	kn_forum_38571_pivot	FALSE	10	25	25	15	4	5	1	TRUE	4	9220	TRUE	2	3	1	3	9220	TRUE	8	9220	TRUE	4	10609
1689	Just KNIME It _ Challenge 015	FALSE	10	11	11	1	0	0	0	TRUE	2	137310	TRUE	1	1	0	2	137310	TRUE	2	137310	TRUE	2	137310
1691	Just KNIME It _ Challenge 020	FALSE	10	24	26	16	14	10	-4	TRUE	20	18502	TRUE	8	2	-6	5	18502	TRUE	25	18502	TRUE	3	19732
2887	Women in Government	FALSE	10	16	19	9	2	2	0	TRUE	4	16056	TRUE	1	1	0	3	16056	TRUE	7	16056	TRUE	3	16056
1657	Just KNIME it 20	FALSE	10	19	21	11	3	2	-1	TRUE	7	5392	TRUE	2	2	0	4	5392	TRUE	5	5392	TRUE	2	5392
2972	I218_LinearCorrelation	FALSE	10	16	16	6	3	1	-2	TRUE	8	4279	TRUE	1	1	0	4	4279	TRUE	4	4279	TRUE	2	4279
1179	excel unpivot	FALSE	10	15	16	6	2	2	0	TRUE	7	12293	TRUE	1	1	0	4	12293	TRUE	7	12293	TRUE	2	12293
2738	kn_example_traveling_salesman_problem_python	FALSE	10	15	15	5	1	0	-1	TRUE	2	10958	TRUE	1	1	0	2	10958	TRUE	2	10958	TRUE	2	10958
782	Column Splitter ycbing77 Rev 1	FALSE	10	16	16	6	1	0	-1	TRUE	2	3841	TRUE	1	1	0	2	3841	TRUE	2	3841	TRUE	2	3841
1559	JKISeason2-5 ver 1.2	FALSE	10	10	11	1	1	1	0	TRUE	4	266740	TRUE	1	1	0	3	266740	TRUE	8	266740	TRUE	4	400110
1517	JKI2_024_Fraudulent_Email_Address_Detection	FALSE	10	13	16	6	8	14	6	TRUE	12	36868	TRUE	2	2	0	4	36868	TRUE	52	24809	TRUE	7	61652
1043	kn_example_base64	FALSE	10	15	17	7	3	2	-1	TRUE	4	75468	TRUE	2	1	-1	2	75468	TRUE	8	75468	TRUE	4	75468
1509	jKi-9	FALSE	10	10	13	3	2	2	0	TRUE	6	3929448	TRUE	1	1	0	3	3929448	TRUE	8	3929448	TRUE	4	3931435
2165	Move groupings into blocks	FALSE	10	18	18	8	1	1	0	TRUE	2	9633	TRUE	1	1	0	2	9633	TRUE	2	9633	TRUE	2	9633
516	BD_tarea_Alvarado_Paz	FALSE	10	16	17	7	6	5	-1	TRUE	28	9673	TRUE	1	1	0	4	17860	TRUE	12	9673	TRUE	2	9673
633	Challenge-5 justknimeit 5	FALSE	10	16	17	7	2	2	0	TRUE	2	5265	TRUE	1	1	0	2	5265	TRUE	2	5265	TRUE	2	5265
2911	xml replacer with xml demo files	FALSE	10	16	16	6	2	1	-1	TRUE	5	3397	TRUE	1	1	0	4	3397	TRUE	5	3397	TRUE	2	3397
722	Cheminformatics	FALSE	10	12	12	2	1	1	0	TRUE	4	11411	TRUE	1	1	0	3	11411	TRUE	4	11411	TRUE	2	11411
704	Challenge_2_v1	FALSE	10	22	23	13	2	1	-1	TRUE	3	45420	TRUE	2	1	-1	2	45420	TRUE	4	45420	TRUE	3	45420
1854	KNIME_challenge_5_b	FALSE	10	16	16	6	1	1	0	TRUE	2	5281	TRUE	1	1	0	2	5281	TRUE	2	5281	TRUE	2	5281
1849	KNIME_challenge_20b	FALSE	10	15	16	6	1	1	0	TRUE	2	7050	TRUE	1	1	0	2	7050	TRUE	2	7050	TRUE	2	7050
980	Data Wrangling _ Most Frequent Wildcard Combinations	FALSE	10	22	23	13	1	1	0	TRUE	2	6334	TRUE	1	1	0	2	6334	TRUE	2	6334	TRUE	2	6334
596	Case3B-Area-Based Interpolations of Population in Baton Rouge	FALSE	10	20	22	12	10	17	7	TRUE	18	1610272	TRUE	4	4	0	5	1610272	TRUE	60	1610272	TRUE	6	2910056
515	BD_PRUEBA1	FALSE	10	16	17	7	8	5	-3	TRUE	28	9673	TRUE	3	1	-2	4	17858	TRUE	12	9673	TRUE	2	9673
1739	Justknimeit-S2C8	FALSE	10	29	32	22	3	2	-1	TRUE	6	88033	TRUE	2	2	0	3	88033	TRUE	7	88033	TRUE	3	88033
1174	02_ETL_Basics	FALSE	10	13	14	4	2	1	-1	TRUE	7	14078	TRUE	1	1	0	4	14078	TRUE	5	14078	TRUE	2	14078
420	Ajusting Quantities to be ordered to suppliers Minimum ordering quantities	FALSE	10	23	27	17	13	9	-4	TRUE	20	9799	TRUE	3	1	-2	6	9799	TRUE	21	9799	TRUE	2	9799
154	08_Topic Labeling via a Large Language Model (LLM) via Prompt Engineering (Experimental)	FALSE	10	24	27	17	2	2	0	TRUE	2	58315	TRUE	2	1	-1	2	58315	TRUE	2	58315	TRUE	2	58315
1582	JKI_014_Removing_Noise_from_Data	FALSE	10	11	13	3	1	1	0	TRUE	4	8736	TRUE	2	1	-1	2	8736	TRUE	8	8736	TRUE	4	8736
1452	kn_example_r_import_csv_r_readr	FALSE	9	12	13	4	2	2	0	TRUE	7	11057	TRUE	1	1	0	4	11057	TRUE	7	11057	TRUE	2	11057
1944	KNIME_project_Unsupervised 1	FALSE	9	21	21	12	5	4	-1	TRUE	6	5588402	TRUE	2	1	-1	4	5588402	TRUE	15	5588402	TRUE	3	5588402
2156	Modulo 2 - Episodio 5	FALSE	9	14	13	4	1	0	-1	TRUE	2	11166	TRUE	1	0	-1	2	11166	TRUE	2	11166	TRUE	2	11166
1835	KNIME_challenge12_solution	FALSE	9	17	18	9	1	1	0	TRUE	2	10997	TRUE	1	1	0	2	10997	TRUE	2	10997	TRUE	2	10997
1808	KnimeIT_15	FALSE	9	10	10	1	0	1	1	TRUE	2	57559	TRUE	1	0	-1	2	57559	TRUE	2	57559	TRUE	2	57559
2278	patients_treatments	FALSE	9	11	11	2	1	1	0	TRUE	2	7830	TRUE	1	1	0	2	7830	TRUE	2	7830	TRUE	2	7830
1586	JKI_020	FALSE	9	28	30	21	3	2	-1	TRUE	4	36845	TRUE	1	2	1	2	36845	TRUE	8	36845	TRUE	4	36845
2587	Solihin_Workflow1	FALSE	9	12	12	3	0	1	1	TRUE	2	17899	TRUE	1	1	0	2	17899	TRUE	2	17899	TRUE	2	17899
1699	justknimeit-15	FALSE	9	10	10	1	1	0	-1	TRUE	2	50637	TRUE	1	0	-1	2	50637	TRUE	2	50637	TRUE	2	50637
753	filterQuarter	FALSE	9	10	10	1	1	0	-1	TRUE	2	3053	TRUE	1	1	0	2	3053	TRUE	2	3053	TRUE	2	3053
2444	Remove Square Brackets from Column Cell	FALSE	9	11	11	2	1	1	0	TRUE	2	12957	TRUE	0	1	1	2	12957	TRUE	2	12957	TRUE	2	12957
364	ABC_Analysis_Naive_Approach	FALSE	9	14	14	5	2	1	-1	TRUE	2	2854	TRUE	1	0	-1	2	2854	TRUE	2	2854	TRUE	2	2854
2247	Order Expand	FALSE	9	13	13	4	1	1	0	TRUE	2	8175	TRUE	1	1	0	2	8175	TRUE	2	8175	TRUE	2	8175
408	kn_forum_27700_spot_rate_previous_month	FALSE	9	12	12	3	2	0	-2	TRUE	2	12801	TRUE	1	0	-1	2	12801	TRUE	2	12801	TRUE	2	12801
2722	TestElecConsump	FALSE	9	12	12	3	1	0	-1	TRUE	2	8740	TRUE	2	0	-2	2	8740	TRUE	2	8740	TRUE	2	8740
2183	MT_SV_Analysis3_Influence strategy KPI and customer_churn	FALSE	9	71	77	68	27434	102427	74993	TRUE	8217	30025	TRUE	51	36	-15	15	30025	FALSE	50001	30025	TRUE	14	128696
2741	Ticket Assignment 1	FALSE	9	18	19	10	2	1	-1	TRUE	4	3173	TRUE	2	1	-1	3	3173	TRUE	3	3173	TRUE	2	3173
1321	kn_example_r_import_csv_r_readr_force_all_string	FALSE	9	12	13	4	2	1	-1	TRUE	5	11057	TRUE	2	1	-1	4	11057	TRUE	7	11057	TRUE	2	11057
294	2019_07_29_24-Month_Period_Detection	FALSE	9	14	15	6	2	1	-1	TRUE	3	8927	TRUE	1	1	0	2	8927	TRUE	4	8927	TRUE	3	8927
2305	porosidade_eferro	FALSE	9	11	11	2	1	0	-1	TRUE	2	2327	TRUE	1	0	-1	2	2327	TRUE	2	2327	TRUE	2	2327
2681	Table Pivot without Aggregation	FALSE	8	15	18	10	10	30	20	TRUE	26	7877	TRUE	3	2	-1	6	7877	TRUE	116	7877	TRUE	5	11616
495	avocado's prices simple regression	FALSE	8	11	12	4	1	1	0	TRUE	4	135964	TRUE	1	0	-1	3	135964	TRUE	4	135964	TRUE	2	135964
1646	Challenge 15	FALSE	8	10	10	2	0	1	1	TRUE	2	128311	TRUE	1	1	0	2	128311	TRUE	2	128311	TRUE	2	128311
555	C24_Fraudulent Email Address Detection	FALSE	8	13	16	8	4	3	-1	TRUE	10	13303	TRUE	2	1	-1	5	13303	TRUE	11	13303	TRUE	2	13303
2518	SAP ECC Customer Returns Analysis	FALSE	8	20	21	13	2	1	-1	TRUE	3	22633	TRUE	1	1	0	3	22633	TRUE	3	22633	TRUE	2	22633
1638	Just Knime It-CH15	FALSE	8	10	10	2	1	0	-1	TRUE	2	52740	TRUE	2	1	-1	2	52740	TRUE	2	52740	TRUE	2	52740
2046	Linkedin Network Graph	FALSE	8	13	14	6	2	1	-1	TRUE	4	25795	TRUE	1	1	0	3	25795	TRUE	8	25795	TRUE	3	25795
647	Challenge 14_-_Removing Noise from Data	FALSE	8	10	11	3	1	1	0	TRUE	7	4797	TRUE	1	0	-1	4	4797	TRUE	5	4797	TRUE	2	4797
649	Challenge 15 Extracting a Table from a PDF	FALSE	8	10	10	2	1	0	-1	TRUE	2	57469	TRUE	1	0	-1	2	57469	TRUE	2	57469	TRUE	2	57469
1774	KN CH 04 _with loop	FALSE	8	10	11	3	1	0	-1	TRUE	2	10519	TRUE	1	0	-1	2	10519	TRUE	2	10519	TRUE	2	10519
853	Create a Rank variable with leading zeros - KNIME Forum (77507)	FALSE	8	10	11	3	4	1	-3	TRUE	4	319658	TRUE	2	1	-1	3	319658	TRUE	4	319658	TRUE	2	319658
598	Case4A-Defining Service Areas of Acute Hospitals in Baton Rouge	FALSE	8	20	25	17	184	1315	1131	TRUE	172	1097076	TRUE	7	10	3	5	2237201	TRUE	1917	1097076	TRUE	12	5229410
1162	example-for-case-switch	FALSE	8	11	13	5	1	1	0	TRUE	3	8344	TRUE	1	1	0	2	8344	TRUE	4	8344	TRUE	3	8344
1731	Justknimeit-S2C24	FALSE	8	17	20	12	17	39	22	TRUE	42	22106	TRUE	2	3	1	5	47893	TRUE	102	22106	TRUE	6	47893
979	Data Wrangling _ Mean  Swap by Categories	FALSE	8	19	23	15	3	4	1	TRUE	8	45400	TRUE	2	1	-1	4	45400	TRUE	13	45400	TRUE	3	45400
2416	red neuronal	FALSE	8	35	41	33	1	1	0	TRUE	2	22419	TRUE	2	1	-1	2	22419	TRUE	2	22419	TRUE	2	22419
358	99 - final workflow	FALSE	8	10	13	5	2	3	1	TRUE	5	50648	TRUE	2	1	-1	2	50648	TRUE	16	50648	TRUE	5	50648
1705	JustKnimeIt-20	FALSE	8	16	16	8	1	1	0	TRUE	2	5747	TRUE	1	1	0	2	5747	TRUE	2	5747	TRUE	2	5747
10	01-FIRST_project	FALSE	8	12	13	5	1	1	0	TRUE	3	1.43E+07	TRUE	1	1	0	3	1.43E+07	TRUE	4	1.43E+07	TRUE	2	1.43E+07
147	08 - apply formats	FALSE	8	10	13	5	2	5	3	TRUE	5	50648	TRUE	1	1	0	2	50648	TRUE	16	50648	TRUE	5	50648
